Subject,Relation,Object
cn:cheese,cn:capableOf,cn:age_well
cn:tiger_bread,rdfs:subClassOf,cn:food
cn:pigs_in_blankets,rdfs:subClassOf,cn:food
cn:green,rdfs:subClassOf,cn:site
cn:meat_sausage,rdfs:subClassOf,cn:meat
cn:indigo,rdfs:subClassOf,cn:color
cn:hereditary_ailment,rdfs:subClassOf,cn:living_thing
cn:soup,cn:receivesAction,cn:served_in_bowl
cn:chocolate,rdfs:subClassOf,cn:candy
cn:paella,rdfs:subClassOf,cn:food
cn:mushroom,rdfs:subClassOf,cn:basidiomycete
cn:bigos,rdfs:subClassOf,cn:food
cn:salmon,rdfs:subClassOf,cn:food
cn:rhizoctinia,rdfs:subClassOf,cn:fungus
cn:heart,rdfs:subClassOf,cn:shape
cn:oranges_and_apples,rdfs:subClassOf,cn:fruit
cn:brioche,rdfs:subClassOf,cn:food
cn:virginia,rdfs:subClassOf,cn:state
cn:at_body_temperature_water,cn:hasProperty,cn:liquid
cn:vegetables,cn:receivesAction,cn:grown_in_own_garden
cn:sandwich,cn:receivesAction,cn:found_in_deli
cn:fruit,rdfs:subClassOf,cn:reproductive_structure
cn:spotted_dick,rdfs:subClassOf,cn:food
cn:maple_syrup,rdfs:subClassOf,cn:food
cn:soup,rdfs:subClassOf,cn:food
cn:food,cn:receivesAction,cn:found_in_oven
cn:rosette,rdfs:subClassOf,cn:leaf
cn:hot_and_sour_soup,rdfs:subClassOf,cn:food
cn:soybean,rdfs:subClassOf,cn:vegetable
cn:california,rdfs:subClassOf,cn:state
cn:cottage_pie,rdfs:subClassOf,cn:dish
cn:plural_of_vegetable,rdfs:subClassOf,cn:vegetables
cn:organic_chicken,rdfs:subClassOf,cn:course
cn:chard,rdfs:subClassOf,cn:vegetable
cn:paper,rdfs:subClassOf,cn:solid
cn:green,cn:madeOf,cn:blue_and_yello
cn:terrorist_who_female,rdfs:subClassOf,cn:living_thing
cn:food,cn:receivesAction,cn:sold_at_grocery_store
cn:tortilla,rdfs:subClassOf,cn:structural_element_in_tostada
cn:necklace,cn:usedFor,cn:decoration
cn:malta,rdfs:subClassOf,cn:state
cn:jollof_rice,rdfs:subClassOf,cn:food
cn:beret,rdfs:subClassOf,cn:cap
cn:strawberry,rdfs:subClassOf,cn:edible_fruit
cn:hydractinian,rdfs:subClassOf,cn:organism
cn:leaf,cn:capableOf,cn:fall_from_tree_in_autumn
cn:pudding,rdfs:subClassOf,cn:dish
cn:both,cn:usedFor,cn:color
cn:painting,cn:causes,cn:color
cn:hamburger,rdfs:subClassOf,cn:junk_food
cn:pound_cake,rdfs:subClassOf,cn:food
cn:china_pink,rdfs:subClassOf,cn:pink
cn:royal_icing,rdfs:subClassOf,cn:food
cn:lamington,rdfs:subClassOf,cn:food
cn:agaricaceae,rdfs:subClassOf,cn:fungus
cn:wheeled_vehicle,cn:capableOf,cn:roll
cn:bean,rdfs:subClassOf,cn:fruit
cn:ohio,rdfs:subClassOf,cn:state
cn:louisiana,rdfs:subClassOf,cn:state
cn:green,rdfs:subClassOf,cn:left_libertarian
cn:leaf,cn:usedFor,cn:cover_up
cn:chip_sandwich,rdfs:subClassOf,cn:sandwich
cn:cabbage,rdfs:subClassOf,cn:plant
cn:amanita_phalloides,rdfs:subClassOf,cn:fungus
cn:scale,rdfs:subClassOf,cn:leaf
cn:mint,rdfs:subClassOf,cn:leaf
cn:chilli_crab,rdfs:subClassOf,cn:food
cn:butter,rdfs:subClassOf,cn:food
cn:chocolate,cn:createdBy,cn:mixing_sugar_cocoa_butter_and_cocoa_liquor
cn:legume,rdfs:subClassOf,cn:fruit
cn:color,rdfs:subClassOf,cn:interest
cn:tajine,rdfs:subClassOf,cn:food
cn:bulgaria,rdfs:subClassOf,cn:state
cn:radish,rdfs:subClassOf,cn:vegetable
cn:tiramisu,rdfs:subClassOf,cn:food
cn:pomegranate,rdfs:subClassOf,cn:fruit
cn:cap,cn:receivesAction,cn:worn_on_head
cn:food,cn:receivesAction,cn:eaten_from_dish
cn:hamburger,cn:similarTo,cn:chicken_burger
cn:storage_furniture,cn:usedFor,cn:decoration
cn:parallel_veined_leaf,rdfs:subClassOf,cn:leaf
cn:pepperoni,rdfs:subClassOf,cn:food
cn:fruit,cn:usedFor,cn:eat
cn:charlotte,rdfs:subClassOf,cn:dessert
cn:fårikål,rdfs:subClassOf,cn:food
cn:watermelon,rdfs:subClassOf,cn:fruit
cn:meat,cn:receivesAction,cn:used_in_many_recipes
cn:tree,cn:usedFor,cn:fruit
cn:bánh_mì,rdfs:subClassOf,cn:food
cn:non_spectral_color,rdfs:subClassOf,cn:color
cn:indiana,rdfs:subClassOf,cn:state
cn:feather,cn:usedFor,cn:decoration
cn:beer,cn:hasProperty,cn:liquid
cn:pink,rdfs:subClassOf,cn:colored_thing
cn:risotto,rdfs:subClassOf,cn:dish
cn:leaf,rdfs:subClassOf,cn:external_anatomical_part
cn:billibi,rdfs:subClassOf,cn:soup
cn:sausage,cn:similarTo,cn:toad_in_hole
cn:pad_thai,rdfs:subClassOf,cn:food
cn:frozen_yogurt,rdfs:subClassOf,cn:frozen_dessert
cn:ice_cream,cn:capableOf,cn:delight_child
cn:beef_burrito,rdfs:subClassOf,cn:burrito
cn:south_carolina,rdfs:subClassOf,cn:state
cn:triangular,cn:similarTo,cn:angular
cn:eggplant,rdfs:subClassOf,cn:fruit
cn:monkey_bread,cn:instanceOf,cn:bread
cn:nauru,rdfs:subClassOf,cn:state
cn:eating_ice_cream,cn:usedFor,cn:food
cn:fish,cn:desires,cn:food
cn:chips,rdfs:subClassOf,cn:food
cn:most_plant_foliage,cn:hasProperty,cn:green
cn:tortilla,cn:madeOf,cn:corn_or_flour
cn:pleurotus_ostreatus,rdfs:subClassOf,cn:fungus
cn:single_responsibility_principle,rdfs:subClassOf,cn:solid
cn:apples,cn:hasProperty,cn:green
cn:anaerobic_thing,rdfs:subClassOf,cn:living_thing
cn:clathrus,rdfs:subClassOf,cn:fungus
cn:eating_vegetables,cn:hasPrerequisite,cn:vegetables
cn:meal,rdfs:subClassOf,cn:foodstuff
cn:uzbek_state,rdfs:subClassOf,cn:state
cn:fruit,rdfs:subClassOf,cn:good_snack
cn:sausage,rdfs:subClassOf,cn:edible_thing
cn:leaf_shape,cn:partOf,cn:leaf
cn:mince,rdfs:subClassOf,cn:nutriment
cn:circle,rdfs:subClassOf,cn:oval
cn:mottle,rdfs:subClassOf,cn:color
cn:cheese_spread,rdfs:subClassOf,cn:cheese
cn:hygrophorus_purpurascens,rdfs:subClassOf,cn:fungus
cn:lefse,rdfs:subClassOf,cn:food
cn:flask,cn:hasA,cn:liquid
cn:potato_skin,rdfs:subClassOf,cn:snack_food
cn:food,cn:receivesAction,cn:edible
cn:cheese,cn:receivesAction,cn:bought_in_store
cn:ocean,rdfs:subClassOf,cn:liquid
cn:gnocchi,rdfs:subClassOf,cn:food
cn:carnation,rdfs:subClassOf,cn:pink
cn:yellow,rdfs:subClassOf,cn:ore
cn:sauce,cn:partOf,cn:dish
cn:color,rdfs:subClassOf,cn:greeks
cn:chocolate_ice_cream,cn:hasProperty,cn:delicious
cn:agaricales,rdfs:subClassOf,cn:fungus
cn:immune_thing,rdfs:subClassOf,cn:living_thing
cn:bannock,rdfs:subClassOf,cn:food
cn:ravioli,rdfs:subClassOf,cn:food
cn:bittersweet_chocolate,rdfs:subClassOf,cn:chocolate
cn:fisherman's_soup,cn:instanceOf,cn:soup
cn:leaf,rdfs:subClassOf,cn:device_for_absorbing_light
cn:cruciferous_vegetable,rdfs:subClassOf,cn:vegetable
cn:leaf,cn:usedFor,cn:feed_to_worms
cn:sausage,rdfs:subClassOf,cn:prepared_solid_food
cn:canton_swiss,rdfs:subClassOf,cn:state
cn:kosher_deli_might,cn:hasA,cn:food
cn:matter,cn:receivesAction,cn:converted_to_energy
cn:bleu,rdfs:subClassOf,cn:cheese
cn:tiramisu,rdfs:subClassOf,cn:dessert
cn:enokitake,rdfs:subClassOf,cn:fungus
cn:fregula,rdfs:subClassOf,cn:food
cn:tires,cn:hasProperty,cn:circular
cn:olive,rdfs:subClassOf,cn:fruit
cn:hygrophorus,rdfs:subClassOf,cn:fungus
cn:madrilene,rdfs:subClassOf,cn:consomme
cn:churro,rdfs:subClassOf,cn:food
cn:peach_melba,rdfs:subClassOf,cn:dessert
cn:dish,cn:usedFor,cn:serving_food_in
cn:pome,rdfs:subClassOf,cn:fruit
cn:thukpa,cn:instanceOf,cn:soup
cn:cocoa_powder,rdfs:subClassOf,cn:chocolate
cn:meat,cn:receivesAction,cn:put_into_cold_storage
cn:spectral_color,rdfs:subClassOf,cn:color
cn:vegetables,cn:hasProperty,cn:eaten_raw_or_cooked
cn:handle,cn:partOf,cn:object
cn:toadstool,rdfs:subClassOf,cn:mushroom
cn:small_cap,rdfs:subClassOf,cn:corporation
cn:sausage,cn:similarTo,cn:pudding
cn:tortilla,rdfs:subClassOf,cn:food
cn:quarter,rdfs:subClassOf,cn:state
cn:main_course,rdfs:subClassOf,cn:course
cn:food,cn:receivesAction,cn:purchased_at_grocer_shop
cn:broccoli_and_beans,rdfs:subClassOf,cn:food
cn:cheese,rdfs:subClassOf,cn:mixture
cn:cracker,rdfs:subClassOf,cn:snack_food
cn:cannoli,rdfs:subClassOf,cn:food
cn:rug,cn:usedFor,cn:decoration
cn:emarginate_leaf,rdfs:subClassOf,cn:leaf
cn:croquette,rdfs:subClassOf,cn:food
cn:trichocomaceae,rdfs:subClassOf,cn:fungus
cn:pear,cn:hasProperty,cn:solid
cn:living_thing,rdfs:subClassOf,cn:open_system
cn:bubble_and_squeak,rdfs:subClassOf,cn:food
cn:blueberry,rdfs:subClassOf,cn:fruit
cn:cruciferous_vegetable,cn:partOf,cn:crucifer
cn:fruit,rdfs:subClassOf,cn:source_of_vitamin_c
cn:rhode_island,rdfs:subClassOf,cn:state
cn:iceland_moss,rdfs:subClassOf,cn:fungus
cn:baking_oven,cn:usedFor,cn:pizza
cn:pakistan,rdfs:subClassOf,cn:state
cn:russulaceae,rdfs:subClassOf,cn:fungus
cn:souse,rdfs:subClassOf,cn:sausage
cn:zwieback,rdfs:subClassOf,cn:bread
cn:brown_root_rot_fungus,rdfs:subClassOf,cn:fungus
cn:barbecued_wing,rdfs:subClassOf,cn:dish
cn:chocolate,cn:capableOf,cn:make_happy
cn:bacon_lettuce_tomato_sandwich,rdfs:subClassOf,cn:sandwich
cn:visor,rdfs:subClassOf,cn:cap
cn:seafood_newburg,rdfs:subClassOf,cn:dish
cn:torulaspora_delbrueckii,rdfs:subClassOf,cn:fungus
cn:lobularity,rdfs:subClassOf,cn:shape
cn:spaghetti,rdfs:subClassOf,cn:food
cn:fruit,cn:hasProperty,cn:opaque
cn:devil's_food_cake,rdfs:subClassOf,cn:food
cn:soup,cn:receivesAction,cn:prepared_in_kitchen
cn:sailor_cap,rdfs:subClassOf,cn:cap
cn:pink,rdfs:subClassOf,cn:colour_commonly
cn:zakuski,rdfs:subClassOf,cn:food
cn:lobe,cn:partOf,cn:leaf
cn:aureolin_thing,rdfs:subClassOf,cn:yellow
cn:pappardelle,rdfs:subClassOf,cn:food
cn:color,rdfs:subClassOf,cn:property_of_wallpaper
cn:arm_extended_position,rdfs:subClassOf,cn:living_thing
cn:annin_tofu,rdfs:subClassOf,cn:food
cn:omelet,rdfs:subClassOf,cn:dish
cn:slice,cn:partOf,cn:orange
cn:sandwich,rdfs:subClassOf,cn:finger_food
cn:green,cn:partOf,cn:golf_course
cn:shape,rdfs:subClassOf,cn:spatial_property
cn:love_seat,cn:usedFor,cn:decoration
cn:yolk,rdfs:subClassOf,cn:yellow
cn:meat,rdfs:subClassOf,cn:animal_muscles
cn:hat,cn:usedFor,cn:decoration
cn:shellfish_flesh,rdfs:subClassOf,cn:meat
cn:fungal_agent,rdfs:subClassOf,cn:fungus
cn:drupe,rdfs:subClassOf,cn:fruit
cn:teriyaki,rdfs:subClassOf,cn:dish
cn:monterey_jack,rdfs:subClassOf,cn:cheese
cn:salisbury_steak,rdfs:subClassOf,cn:dish
cn:stew,rdfs:subClassOf,cn:soup
cn:ba_wan,rdfs:subClassOf,cn:food
cn:color,rdfs:subClassOf,cn:cause_by_reflection_of_light
cn:stuffed_peppers,rdfs:subClassOf,cn:dish
cn:jambalaya,rdfs:subClassOf,cn:dish
cn:soba,rdfs:subClassOf,cn:food
cn:lepiota_rhacodes,rdfs:subClassOf,cn:lepiota
cn:having_food,cn:hasPrerequisite,cn:food
cn:cheese,cn:capableOf,cn:age_to_get_better
cn:dessert,rdfs:subClassOf,cn:food
cn:vegetables,cn:receivesAction,cn:cooked
cn:grizzled,rdfs:subClassOf,cn:color
cn:rose_wine,cn:hasProperty,cn:pink
cn:object,cn:capableOf,cn:gain_speed
cn:head_cabbage,rdfs:subClassOf,cn:cabbage
cn:kohlrabi,rdfs:subClassOf,cn:cruciferous_vegetable
cn:convenience_food,rdfs:subClassOf,cn:food
cn:coccidioides_posadasii,rdfs:subClassOf,cn:fungus
cn:tile,cn:usedFor,cn:decoration
cn:eel,rdfs:subClassOf,cn:meat
cn:soup,cn:receivesAction,cn:eaten_out_of_bowl
cn:object,cn:capableOf,cn:doing_verb
cn:purple,rdfs:subClassOf,cn:chromatic_color
cn:spaghetti_squash,rdfs:subClassOf,cn:vegetables
cn:fruit,cn:definedAs,cn:milk_of_mother_earth
cn:pierogi,rdfs:subClassOf,cn:food
cn:romano_cheese,rdfs:subClassOf,cn:cheese
cn:burmese_state,rdfs:subClassOf,cn:state
cn:fondue,rdfs:subClassOf,cn:dish
cn:onion_stem,rdfs:subClassOf,cn:lepiota
cn:pears,cn:hasProperty,cn:green
cn:emping,rdfs:subClassOf,cn:food
cn:beef_stroganoff,rdfs:subClassOf,cn:food
cn:kohlrabi,rdfs:subClassOf,cn:vegetable
cn:cooking,cn:hasPrerequisite,cn:food
cn:dosa,rdfs:subClassOf,cn:food
cn:vegetables,cn:capableOf,cn:cost_more_in_winter
cn:food,cn:capableOf,cn:go_rotten
cn:barbecued_spareribs,rdfs:subClassOf,cn:dish
cn:yule_log,cn:instanceOf,cn:dessert
cn:monument,cn:usedFor,cn:decoration
cn:winter_mushroom,rdfs:subClassOf,cn:agaric
cn:frond,rdfs:subClassOf,cn:leaf
cn:pepernoot,cn:instanceOf,cn:dessert
cn:carrot,rdfs:subClassOf,cn:vegetable
cn:green_peppers,rdfs:subClassOf,cn:vegetables
cn:ring,cn:usedFor,cn:decoration
cn:gyromitra_esculenta,rdfs:subClassOf,cn:fungus
cn:farfalle,rdfs:subClassOf,cn:food
cn:food,cn:usedFor,cn:hunger
cn:cheese_sandwich,rdfs:subClassOf,cn:sandwich
cn:when_unripe_bananas,cn:hasProperty,cn:green
cn:bread,cn:capableOf,cn:rise_overnight
cn:gazpacho,rdfs:subClassOf,cn:soup
cn:yellow,rdfs:subClassOf,cn:chromatic_color
cn:yassa,rdfs:subClassOf,cn:food
cn:fruit,rdfs:subClassOf,cn:solid_object
cn:baklava,rdfs:subClassOf,cn:food
cn:varenye,rdfs:subClassOf,cn:food
cn:babka,rdfs:subClassOf,cn:food
cn:roll,cn:similarTo,cn:b_roll
cn:leaf,cn:usedFor,cn:making_oxygen_from_carbon_dioxide
cn:bomber,rdfs:subClassOf,cn:sandwich
cn:matter,cn:madeOf,cn:elements
cn:bread,cn:usedFor,cn:toasting
cn:pizza,cn:hasProperty,cn:baked_in_oven
cn:duck_meat,rdfs:subClassOf,cn:meat
cn:caerphilly,rdfs:subClassOf,cn:cheese
cn:bosna,cn:instanceOf,cn:sandwich
cn:auriscalpiaceae,rdfs:subClassOf,cn:fungus
cn:tomatoes,rdfs:subClassOf,cn:vegetables
cn:food,cn:receivesAction,cn:cooked_in_pan
cn:metals,cn:hasProperty,cn:solid
cn:antipasto,rdfs:subClassOf,cn:food
cn:soup_du_jour,rdfs:subClassOf,cn:soup
cn:fruit,rdfs:subClassOf,cn:best_when_ripe
cn:loaf,rdfs:subClassOf,cn:food
cn:lithuanian_state,rdfs:subClassOf,cn:state
cn:glass,rdfs:subClassOf,cn:solid
cn:fluid,rdfs:subClassOf,cn:substance
cn:choc_ice,rdfs:subClassOf,cn:chocolate_ice_cream
cn:pond_scum_parasite,rdfs:subClassOf,cn:fungus
cn:historic_british_county,rdfs:subClassOf,cn:state
cn:stropharia_hornemannii,rdfs:subClassOf,cn:fungus
cn:sorbet,rdfs:subClassOf,cn:dessert
cn:vegetable,cn:hasProperty,cn:one_kind_of_plant
cn:bread,cn:hasProperty,cn:white
cn:both_muffins_and_celery,rdfs:subClassOf,cn:food
cn:cap,rdfs:subClassOf,cn:headgear
cn:gloeophyllales,rdfs:subClassOf,cn:fungus
cn:pepernoot,rdfs:subClassOf,cn:food
cn:food,cn:capableOf,cn:cost_money
cn:sweetheart_cake,rdfs:subClassOf,cn:food
cn:cheese,cn:hasA,cn:lot_of_fat
cn:cepelinai,rdfs:subClassOf,cn:food
cn:hearts_of_romaine_lettuce,rdfs:subClassOf,cn:lettuce
cn:baguette,cn:instanceOf,cn:bread
cn:pen,cn:hasProperty,cn:solid
cn:beard_skinny,rdfs:subClassOf,cn:living_thing
cn:ranch_dressing,rdfs:subClassOf,cn:food
cn:hair,cn:usedFor,cn:decoration
cn:gougère,rdfs:subClassOf,cn:food
cn:meat,cn:usedFor,cn:people_to_eat
cn:chicken_soup,rdfs:subClassOf,cn:soup
cn:ice_cream,rdfs:subClassOf,cn:popular_desert_topping
cn:tar,rdfs:subClassOf,cn:substance
cn:fruit,cn:createdBy,cn:trees
cn:limes,cn:hasProperty,cn:green
cn:fruit,cn:capableOf,cn:become_ripe
cn:ice_cream,rdfs:subClassOf,cn:good_dessert_item
cn:glue,rdfs:subClassOf,cn:substance
cn:organism,cn:partOf,cn:ecosystem
cn:highlighter_pen,cn:hasProperty,cn:yellow
cn:strawberry,cn:partOf,cn:garden_strawberry
cn:bovine_flesh,rdfs:subClassOf,cn:meat
cn:cantharellopsis,rdfs:subClassOf,cn:fungus
cn:fried_egg,rdfs:subClassOf,cn:dish
cn:butty,rdfs:subClassOf,cn:sandwich
cn:saccharomyces,rdfs:subClassOf,cn:fungus
cn:yellow_stop_sign,rdfs:subClassOf,cn:yellow
cn:dish,cn:usedFor,cn:carrying_food
cn:goose,rdfs:subClassOf,cn:meat
cn:hot_dog,rdfs:subClassOf,cn:food
cn:czech_republic,rdfs:subClassOf,cn:state
cn:chlorophyll,rdfs:subClassOf,cn:green
cn:chicken_and_rice,rdfs:subClassOf,cn:dish
cn:bamboo_shoot,rdfs:subClassOf,cn:vegetable
cn:acorn,rdfs:subClassOf,cn:fruit
cn:apple_butter,rdfs:subClassOf,cn:food
cn:chorizo,cn:instanceOf,cn:sausage
cn:chaat,rdfs:subClassOf,cn:food
cn:mexican_restaurant,cn:usedFor,cn:food
cn:egg_waffle,rdfs:subClassOf,cn:food
cn:quesadilla,rdfs:subClassOf,cn:food
cn:dish,cn:partOf,cn:meal
cn:nan,rdfs:subClassOf,cn:bread
cn:angel_food_cake,rdfs:subClassOf,cn:food
cn:food,cn:usedFor,cn:eating
cn:earthstar,rdfs:subClassOf,cn:fungus
cn:cheesecake,rdfs:subClassOf,cn:food
cn:bread,rdfs:subClassOf,cn:structural_element_in_sandwich
cn:lettuce,rdfs:subClassOf,cn:salad
cn:couscous,rdfs:subClassOf,cn:dish
cn:dashi,cn:instanceOf,cn:soup
cn:food,cn:capableOf,cn:mean_which_one_feeds_on
cn:nebraska,rdfs:subClassOf,cn:state
cn:alloclavaria,rdfs:subClassOf,cn:fungus
cn:xanthoria_parietina,rdfs:subClassOf,cn:fungus
cn:custard,rdfs:subClassOf,cn:food
cn:star_of_bethlehem,rdfs:subClassOf,cn:object
cn:matter,rdfs:subClassOf,cn:tangible_thing
cn:india,rdfs:subClassOf,cn:state
cn:products,rdfs:subClassOf,cn:food
cn:green,rdfs:subClassOf,cn:colored_thing
cn:maple_sugar,rdfs:subClassOf,cn:food
cn:bread,cn:hasProperty,cn:rising_while_bakes
cn:tarte_flambée,rdfs:subClassOf,cn:food
cn:veal_parmesan,rdfs:subClassOf,cn:dish
cn:charlotte,rdfs:subClassOf,cn:food
cn:wisconsin,rdfs:subClassOf,cn:state
cn:course,rdfs:subClassOf,cn:ready_to_eat_food
cn:food,cn:receivesAction,cn:eaten_from_plates
cn:alcohol,rdfs:subClassOf,cn:liquid
cn:volva,cn:partOf,cn:fungus
cn:pozole,rdfs:subClassOf,cn:food
cn:collard_greens,rdfs:subClassOf,cn:vegetables
cn:malabar,rdfs:subClassOf,cn:food
cn:food,cn:hasA,cn:effect_of_suppressing_hunger
cn:buffalo_wing,rdfs:subClassOf,cn:dish
cn:virginia_strawberry,rdfs:subClassOf,cn:strawberry
cn:dish,cn:usedFor,cn:eating
cn:edible_bird's_nest,rdfs:subClassOf,cn:food
cn:tulostoma,rdfs:subClassOf,cn:fungus
cn:food,cn:madeOf,cn:carbon
cn:cheese,cn:hasProperty,cn:good_when_people_like
cn:coq_au_vin,rdfs:subClassOf,cn:food
cn:lekvar,rdfs:subClassOf,cn:food
cn:coconut_milk,rdfs:subClassOf,cn:food
cn:sweet_william,rdfs:subClassOf,cn:pink
cn:soup,rdfs:subClassOf,cn:food_composite
cn:pepperoni,rdfs:subClassOf,cn:meat_sausage
cn:black_forest_cake,rdfs:subClassOf,cn:food
cn:cell,cn:partOf,cn:organism
cn:chrome_green,rdfs:subClassOf,cn:green
cn:fruit,cn:receivesAction,cn:eaten
cn:nigeria,rdfs:subClassOf,cn:state
cn:mortarboard,rdfs:subClassOf,cn:cap
cn:apple,cn:hasProperty,cn:green
cn:scrambled_egg,rdfs:subClassOf,cn:dish
cn:whole,cn:madeOf,cn:parts
cn:cauliflower,cn:hasProperty,cn:eaten_cooked_or_raw
cn:cheese,rdfs:subClassOf,cn:pizza_topping
cn:tortilla,cn:usedFor,cn:making_taco
cn:vegetables,cn:hasProperty,cn:good_for
cn:food,cn:capableOf,cn:please_hungry_person
cn:focaccia,rdfs:subClassOf,cn:food
cn:cooking_dinner,cn:hasPrerequisite,cn:food
cn:rice,rdfs:subClassOf,cn:starches
cn:potato_pancake,rdfs:subClassOf,cn:food
cn:hamburger,cn:receivesAction,cn:made_from_beef
cn:child,cn:desires,cn:ice_cream
cn:boule,cn:instanceOf,cn:bread
cn:rissole,rdfs:subClassOf,cn:dish
cn:bobotie,rdfs:subClassOf,cn:food
cn:auriculariales,rdfs:subClassOf,cn:fungus
cn:alphabet_soup,rdfs:subClassOf,cn:soup
cn:color,cn:hasProperty,cn:dark
cn:halal,rdfs:subClassOf,cn:meat
cn:torus,rdfs:subClassOf,cn:object
cn:pleurotus,rdfs:subClassOf,cn:fungus
cn:meat,cn:definedAs,cn:flesh_of_animal
cn:papadum,rdfs:subClassOf,cn:food
cn:georgia,rdfs:subClassOf,cn:state
cn:raw_meat,rdfs:subClassOf,cn:meat
cn:pizza,rdfs:subClassOf,cn:favorite_food_of_many
cn:hot_and_sour_soup,cn:instanceOf,cn:soup
cn:smut,rdfs:subClassOf,cn:fungus
cn:cullen_skink,rdfs:subClassOf,cn:soup
cn:cornbread,rdfs:subClassOf,cn:food
cn:mozzarella_cheese,rdfs:subClassOf,cn:cheese
cn:akutaq,cn:instanceOf,cn:dessert
cn:teacake,rdfs:subClassOf,cn:food
cn:salad,rdfs:subClassOf,cn:food
cn:curvature,rdfs:subClassOf,cn:shape
cn:debrecener,rdfs:subClassOf,cn:food
cn:bread,cn:usedFor,cn:spreading_with_butter
cn:fruit,rdfs:subClassOf,cn:rigid_portable_object
cn:peas,cn:hasProperty,cn:green
cn:liquified,cn:similarTo,cn:liquid
cn:sandwitch,rdfs:subClassOf,cn:food
cn:septoria,rdfs:subClassOf,cn:fungus
cn:antidoron,cn:instanceOf,cn:bread
cn:bird,rdfs:subClassOf,cn:meat
cn:concoction,rdfs:subClassOf,cn:foodstuff
cn:turrón,rdfs:subClassOf,cn:food
cn:chicken_sandwich,rdfs:subClassOf,cn:food
cn:food,cn:usedFor,cn:nourishment
cn:balloon,cn:usedFor,cn:decoration
cn:pizza,cn:hasProperty,cn:popular
cn:deviled_egg,rdfs:subClassOf,cn:food
cn:bun,rdfs:subClassOf,cn:roll
cn:arkansas,rdfs:subClassOf,cn:state
cn:coconut,rdfs:subClassOf,cn:fruit
cn:soufflé,rdfs:subClassOf,cn:food
cn:congenital_thing,rdfs:subClassOf,cn:living_thing
cn:aspergillus_fumigatus,rdfs:subClassOf,cn:fungus
cn:physcia_stellaris,rdfs:subClassOf,cn:fungus
cn:turnips,rdfs:subClassOf,cn:vegetables
cn:ink,rdfs:subClassOf,cn:liquid
cn:hot_dog,rdfs:subClassOf,cn:sausage
cn:corncob,cn:hasProperty,cn:yellow
cn:goat,cn:desires,cn:food
cn:shortbread,rdfs:subClassOf,cn:food
cn:oxtail_soup,rdfs:subClassOf,cn:soup
cn:cheese,rdfs:subClassOf,cn:tangible_thing
cn:dish,cn:usedFor,cn:eating_food_off_of
cn:truffle,rdfs:subClassOf,cn:fungus
cn:macaroni_and_cheese,rdfs:subClassOf,cn:food
cn:bread,rdfs:subClassOf,cn:spongy_thing
cn:coffee,rdfs:subClassOf,cn:liquid
cn:gymnopilus_ventricosus,rdfs:subClassOf,cn:agaric
cn:soup,rdfs:subClassOf,cn:good_food
cn:tzatziki,rdfs:subClassOf,cn:food
cn:pasty,rdfs:subClassOf,cn:food
cn:polyporus_squamosus,rdfs:subClassOf,cn:fungus
cn:steak_tartare,rdfs:subClassOf,cn:dish
cn:frozen_water,cn:hasProperty,cn:solid
cn:pears,rdfs:subClassOf,cn:food
cn:terrine,rdfs:subClassOf,cn:dish
cn:primary_colour,rdfs:subClassOf,cn:color
cn:zabaione,rdfs:subClassOf,cn:food
cn:mozambique,rdfs:subClassOf,cn:state
cn:food,rdfs:subClassOf,cn:good
cn:rigatoni,rdfs:subClassOf,cn:food
cn:goulash,cn:instanceOf,cn:soup
cn:boiled_dinner,rdfs:subClassOf,cn:dish
cn:fruitlet,rdfs:subClassOf,cn:fruit
cn:kale,rdfs:subClassOf,cn:vegetable
cn:roast_beef,rdfs:subClassOf,cn:food
cn:bread,cn:definedAs,cn:substrate_for_sandwich
cn:chanterelle,rdfs:subClassOf,cn:spatial_thing
cn:pink,rdfs:subClassOf,cn:flower
cn:liquid,cn:similarTo,cn:liquified
cn:buttermilk,rdfs:subClassOf,cn:yellow
cn:garlic_bread,rdfs:subClassOf,cn:bread
cn:lettuce_sandwich,rdfs:subClassOf,cn:sandwich
cn:kanafeh,rdfs:subClassOf,cn:food
cn:rose,rdfs:subClassOf,cn:pink
cn:green,rdfs:subClassOf,cn:secondary_colour
cn:food,cn:capableOf,cn:increase_in_price
cn:mousse,rdfs:subClassOf,cn:food
cn:leaf,cn:usedFor,cn:budding_in_spring
cn:person,cn:desires,cn:ice_cream
cn:sauce,rdfs:subClassOf,cn:substance
cn:piano,cn:hasProperty,cn:solid
cn:barbecue,rdfs:subClassOf,cn:dish
cn:pregnant_woman,rdfs:subClassOf,cn:living_thing
cn:food,cn:receivesAction,cn:stored_in_fridge
cn:pseudallescheria,rdfs:subClassOf,cn:fungus
cn:peach,rdfs:subClassOf,cn:living_thing
cn:cajun,rdfs:subClassOf,cn:food
cn:dave,cn:desires,cn:food
cn:solid,cn:hasA,cn:strong_internal_forces
cn:pistou,rdfs:subClassOf,cn:food
cn:ice_cream,cn:hasProperty,cn:good
cn:corn_borer,cn:hasProperty,cn:pink
cn:bear_claw,rdfs:subClassOf,cn:food
cn:cotton_boll,rdfs:subClassOf,cn:fruit
cn:triple_cream,rdfs:subClassOf,cn:cheese
cn:shiitake,rdfs:subClassOf,cn:fungus
cn:pear,rdfs:subClassOf,cn:fruit
